"d" "date" "P" "ETpot" "Qobs" "fXG" "fXS" "hSmin" "Gobs" "ETact" "Q" "fVG" "fGS" "fQS" "dSM" "dSMeq" "dG" "hS" "hQ" "W"
1324274400 20111219060000 0 0 0.0986 0 0 0 0 0 0.0533 -0.0955 0.0222 0.0153 176.98 176.96 1023.29 242.61 0.03 0.5041
1324278000 20111219070000 0 0.0011 0.0969 0 0 0 0 0.0011 0.0526 -0.0863 0.0223 0.0106 177.01 176.99 1023.38 240.63 0.02 0.504
1324281600 20111219080000 0 0.0103 0.0953 0 0 0 0 0.0102 0.0518 -0.0942 0.0225 0.0073 177.04 177.01 1023.47 238.42 0.02 0.5039
1324285200 20111219090000 0 0.0331 0.0936 0 0 0 0 0.0327 0.0509 -0.137 0.0227 0.0051 177.09 177.04 1023.61 236.08 0.01 0.5036
1324288800 20111219100000 0 0.0582 0.0925 0 0 0 0 0.0575 0.05 -0.2366 0.0229 0.0035 177.17 177.11 1023.85 233.66 0.01 0.5033
1324292400 20111219110000 0 0.0582 0.0908 0 0 0 0 0.0575 0.049 -0.3345 0.0231 0.0024 177.26 177.19 1024.19 231.25 0.01 0.5029
1324296000 20111219120000 0 0.0776 0.0903 0 0 0 0 0.0767 0.0481 -0.3136 0.0233 0.0017 177.36 177.27 1024.51 228.86 0 0.5025
1324299600 20111219130000 0 0.0479 0.0897 0 0 0 0 0.0474 0.0471 -0.4112 0.0235 0.0012 177.43 177.38 1024.92 226.56 0 0.5021
1324303200 20111219140000 0 0.0125 0.0886 0 0 0 0 0.0124 0.0463 -0.2494 0.0236 0.0008 177.46 177.44 1025.17 224.37 0 0.502
1324306800 20111219150000 0 0.0011 0.0886 0 0 0 0 0.0011 0.0454 -0.1182 0.0238 0.0006 177.49 177.47 1025.29 222.26 0 0.5019
1324310400 20111219160000 0 0 0.0875 0 0 0 0 0 0.0446 -0.0942 0.024 0.0004 177.51 177.49 1025.39 220.23 0 0.5018
1324314000 20111219170000 0 0 0.087 0 0 0 0 0 0.0439 -0.0952 0.0241 0.0003 177.54 177.52 1025.48 218.28 0 0.5017
1324317600 20111219180000 0 0 0.0858 0 0 0 0 0 0.0432 -0.0958 0.0243 0.0002 177.56 177.54 1025.58 216.42 0 0.5016
1324321200 20111219190000 0.1 0 0.0853 0 0 0 0 0 0.0425 -0.0965 0.0245 0.0001 177.54 177.57 1025.68 214.73 0.05 0.5017
1324324800 20111219200000 0.1 0 0.0847 0 0 0 0 0 0.0419 0.1421 0.0246 0.0154 177.51 177.53 1025.53 214.65 0.09 0.5018
1324328400 20111219210000 0.3 0 0.0842 0 0 0 0 0 0.0418 0.0881 0.0247 0.026 177.39 177.51 1025.45 215.83 0.21 0.5023
1324332000 20111219220000 0.3 0 0.0847 0 0 0 0 0 0.0423 0.5782 0.0246 0.0639 177.26 177.36 1024.86 220.75 0.3 0.5029
1324335600 20111219230000 0.3 0 0.0853 0 0 0 0 0 0.0441 0.4686 0.0242 0.0902 177.14 177.24 1024.39 228.08 0.36 0.5034
1324339200 20111220000000 0.3 0 0.0864 0 0 0 0 0 0.0468 0.4942 0.0235 0.1084 177.01 177.11 1023.89 236.89 0.4 0.504
1324342800 20111220010000 0.4 0 0.0886 0 0 0 0 0 0.0503 0.4908 0.0228 0.1211 176.84 176.99 1023.39 246.65 0.48 0.5048
1324346400 20111220020000 0.9 0 0.0919 0 0 0 0 0 0.0556 1.017 0.0217 0.1687 176.41 176.73 1022.37 261.03 0.76 0.5066
1324350000 20111220030000 0.8 0 0.0953 0 0 0 0 0 0.0635 1.5032 0.0201 0.2486 176.04 176.35 1020.85 282.35 0.92 0.5083
1324353600 20111220040000 1.6 0 0.0969 0 0 0 0 0 0.0753 2.048 0.018 0.3366 175.27 175.83 1018.78 311.88 1.39 0.5117
1324357200 20111220050000 0.4 0 0.0997 0 0 0 0 0 0.0926 1.9352 0.0152 0.4001 175.09 175.33 1016.82 344.54 1.19 0.5124
1324360800 20111220060000 0.7 0 0.1025 0 0 0 0 0 0.1104 1.2075 0.0125 0.3625 174.76 175.03 1015.6 371.69 1.18 0.5139
1324364400 20111220070000 0.1 0 0.1069 0 0 0 0 0 0.1265 0.8742 0.0102 0.3309 174.73 174.81 1014.72 393.25 0.9 0.5141
1324368000 20111220080000 0.1 0.0053 0.1141 0 0 0 0 0.0052 0.1386 0.3044 0.0086 0.2577 174.69 174.73 1014.41 406.11 0.69 0.5142
1324371600 20111220090000 0 0.028 0.123 0 0 0 0 0.0277 0.1452 0.1738 0.0077 0.2112 174.73 174.68 1014.24 413.46 0.48 0.5141
1324375200 20111220100000 0 0.0387 0.1335 0 0 0 0 0.0383 0.1506 -0.2085 0.007 0.1461 174.77 174.74 1014.45 413.67 0.33 0.5139
1324378800 20111220110000 0 0.0507 0.1446 0 0 0 0 0.0502 0.1508 -0.172 0.007 0.1011 174.83 174.78 1014.62 409.35 0.23 0.5136
1324382400 20111220120000 0 0.0467 0.154 0 0 0 0 0.0462 0.1476 -0.2367 0.0074 0.0699 174.88 174.84 1014.86 402.28 0.16 0.5134
1324386000 20111220130000 0 0.0213 0.1578 0 0 0 0 0.0211 0.1424 -0.2054 0.008 0.0484 174.91 174.89 1015.07 393.66 0.11 0.5132
1324389600 20111220140000 0 0.0093 0.159 0 0 0 0 0.0092 0.1362 -0.0949 0.0089 0.0335 174.93 174.92 1015.17 384.26 0.08 0.5132
1324393200 20111220150000 0 0 0.1584 0 0 0 0 0 0.1297 -0.0662 0.0098 0.0232 174.94 174.93 1015.23 374.58 0.05 0.5131
1324396800 20111220160000 0.2 0 0.154 0 0 0 0 0 0.1231 -0.0327 0.0107 0.016 174.85 174.94 1015.27 365.14 0.14 0.5135
1324400400 20111220170000 0.1 0 0.1506 0 0 0 0 0 0.1169 0.4228 0.0116 0.0424 174.82 174.83 1014.84 358.94 0.15 0.5137
1324404000 20111220180000 0.2 0 0.1479 0 0 0 0 0 0.113 0.0843 0.0122 0.045 174.73 174.81 1014.75 353.57 0.2 0.514
1324407600 20111220190000 0 0 0.1446 0 0 0 0 0 0.1096 0.3889 0.0128 0.0625 174.75 174.71 1014.36 350.13 0.14 0.514
1324411200 20111220200000 0 0 0.1401 0 0 0 0 0 0.1075 -0.1474 0.0132 0.0432 174.76 174.75 1014.51 345.02 0.1 0.5139
1324414800 20111220210000 0 0 0.1362 0 0 0 0 0 0.1044 -0.0314 0.0136 0.0299 174.77 174.76 1014.54 338.94 0.07 0.5139
1324418400 20111220220000 0 0 0.1335 0 0 0 0 0 0.1007 -0.0592 0.0142 0.0207 174.79 174.78 1014.6 332.36 0.05 0.5138
1324422000 20111220230000 0 0 0.129 0 0 0 0 0 0.0969 -0.056 0.0149 0.0143 174.8 174.79 1014.66 325.59 0.03 0.5137
1324425600 20111221000000 0 0 0.1263 0 0 0 0 0 0.093 -0.0597 0.0155 0.0099 174.82 174.8 1014.72 318.83 0.02 0.5137
1324429200 20111221010000 0 0 0.123 0 0 0 0 0 0.0892 -0.0621 0.0162 0.0068 174.83 174.82 1014.78 312.21 0.02 0.5136
1324432800 20111221020000 0 0 0.1207 0 0 0 0 0 0.0856 -0.0647 0.0168 0.0047 174.85 174.84 1014.85 305.8 0.01 0.5135
1324436400 20111221030000 0 0 0.118 0 0 0 0 0 0.0822 -0.0672 0.0174 0.0033 174.87 174.85 1014.91 299.65 0.01 0.5134
1324440000 20111221040000 0 0 0.1146 0 0 0 0 0 0.079 -0.0696 0.018 0.0023 174.89 174.87 1014.98 293.78 0.01 0.5134
1324443600 20111221050000 0 0 0.1119 0 0 0 0 0 0.076 -0.0719 0.0186 0.0016 174.91 174.89 1015.06 288.19 0 0.5133
1324447200 20111221060000 0 0 0.1097 0 0 0 0 0 0.0732 -0.0741 0.0191 0.0011 174.92 174.91 1015.13 282.89 0 0.5132
1324450800 20111221070000 0 0.0015 0.1074 0 0 0 0 0.0015 0.0706 -0.0762 0.0196 0.0008 174.95 174.93 1015.21 277.86 0 0.5131
1324454400 20111221080000 0 0.0076 0.1058 0 0 0 0 0.0075 0.0682 -0.0853 0.0201 0.0005 174.97 174.95 1015.29 273.09 0 0.513
1324458000 20111221090000 0 0.0167 0.1036 0 0 0 0 0.0165 0.066 -0.1146 0.0205 0.0004 175.01 174.98 1015.41 268.57 0 0.5128
1324461600 20111221100000 0.2 0.0136 0.1014 0 0 0 0 0.0135 0.0639 -0.1535 0.0209 0.0002 174.95 175.02 1015.57 264.49 0.1 0.5131
1324465200 20111221110000 0 0.0258 0.0997 0 0 0 0 0.0255 0.062 0.3354 0.0213 0.0315 174.99 174.93 1015.23 263.54 0.07 0.5129
1324468800 20111221120000 0 0.0227 0.098 0 0 0 0 0.0225 0.0616 -0.2996 0.0215 0.0218 175.04 175.01 1015.53 261.68 0.05 0.5127
1324472400 20111221130000 0 0.0076 0.0969 0 0 0 0 0.0075 0.0608 -0.1458 0.0216 0.0151 175.07 175.05 1015.68 259.26 0.03 0.5126
1324476000 20111221140000 0.2 0.0045 0.0964 0 0 0 0 0.0045 0.0597 -0.1086 0.0218 0.0104 175 175.07 1015.79 256.71 0.13 0.5129
1324479600 20111221150000 0 0 0.0953 0 0 0 0 0 0.0586 0.3648 0.022 0.0385 175.02 174.98 1015.42 256.9 0.09 0.5128
1324483200 20111221160000 0 0 0.0953 0 0 0 0 0 0.0587 -0.1871 0.0221 0.0266 175.04 175.03 1015.61 255.91 0.06 0.5127
1324486800 20111221170000 0 0 0.0936 0 0 0 0 0 0.0582 -0.0658 0.0221 0.0184 175.06 175.04 1015.67 254.14 0.04 0.5126
1324490400 20111221180000 0 0 0.0925 0 0 0 0 0 0.0575 -0.0928 0.0223 0.0127 175.09 175.07 1015.77 251.9 0.03 0.5125
1324494000 20111221190000 0 0 0.0903 0 0 0 0 0 0.0565 -0.0877 0.0225 0.0088 175.11 175.09 1015.86 249.38 0.02 0.5124
1324497600 20111221200000 0 0 0.0892 0 0 0 0 0 0.0554 -0.0898 0.0227 0.0061 175.13 175.11 1015.95 246.72 0.01 0.5123
1324501200 20111221210000 0 0 0.0886 0 0 0 0 0 0.0543 -0.0904 0.023 0.0042 175.16 175.14 1016.04 244.01 0.01 0.5122
1324504800 20111221220000 0 0 0.0864 0 0 0 0 0 0.0532 -0.0915 0.0232 0.0029 175.18 175.16 1016.13 241.3 0.01 0.5121
1324508400 20111221230000 0 0 0.0864 0 0 0 0 0 0.0521 -0.0925 0.0235 0.002 175.2 175.18 1016.22 238.65 0 0.512
1324512000 20111222000000 0 0 0.0853 0 0 0 0 0 0.051 -0.0934 0.0237 0.0014 175.23 175.21 1016.32 236.06 0 0.5119
1324515600 20111222010000 0.1 0 0.0842 0 0 0 0 0 0.05 -0.0944 0.024 0.001 175.2 175.23 1016.41 233.65 0.05 0.512
1324519200 20111222020000 0 0 0.0836 0 0 0 0 0 0.049 0.1389 0.0242 0.0163 175.23 175.2 1016.27 232.8 0.04 0.5119
1324522800 20111222030000 0.3 0 0.0836 0 0 0 0 0 0.0487 -0.1478 0.0243 0.0113 175.1 175.23 1016.42 231.79 0.18 0.5124
1324526400 20111222040000 0.2 0 0.0831 0 0 0 0 0 0.0483 0.6177 0.0244 0.0546 175.03 175.08 1015.8 235.06 0.23 0.5127
1324530000 20111222050000 0.4 0 0.0847 0 0 0 0 0 0.0496 0.214 0.0241 0.0691 174.86 175.02 1015.58 239.82 0.36 0.5135
1324533600 20111222060000 1.2 0 0.0864 0 0 0 0 0 0.0515 0.7714 0.0237 0.1104 174.3 174.83 1014.8 249.28 0.87 0.5159
1324537200 20111222070000 0.3 0 0.0914 0 0 0 0 0 0.0587 1.8092 0.0223 0.2535 174.18 174.37 1012.98 271.29 0.77 0.5165
1324540800 20111222080000 0.1 0.0048 0.0969 0 0 0 0 0.0047 0.0674 0.6525 0.0206 0.2194 174.16 174.2 1012.32 288.65 0.6 0.5166
1324544400 20111222090000 0.2 0.0095 0.1019 0 0 0 0 0.0094 0.075 0.2299 0.0191 0.1755 174.09 174.14 1012.08 300.8 0.52 0.5169
1324548000 20111222100000 0.4 0.0127 0.1058 0 0 0 0 0.0126 0.0809 0.3753 0.018 0.1626 173.93 174.05 1011.7 311.15 0.56 0.5176
1324551600 20111222110000 0.3 0.0238 0.1102 0 0 0 0 0.0235 0.0865 0.529 0.0171 0.1706 173.82 173.91 1011.17 321.55 0.55 0.5181
1324555200 20111222120000 0.1 0.0206 0.1141 0 0 0 0 0.0204 0.0907 0.4359 0.0164 0.1668 173.81 173.8 1010.73 330.88 0.43 0.5181
1324558800 20111222130000 0.1 0.0159 0.1169 0 0 0 0 0.0157 0.096 -0.0411 0.0155 0.1312 173.79 173.81 1010.77 336.03 0.35 0.5182
1324562400 20111222140000 0 0.0127 0.1196 0 0 0 0 0.0126 0.099 0.0896 0.015 0.1066 173.82 173.79 1010.68 338.28 0.24 0.5181
1324566000 20111222150000 0 0 0.1218 0 0 0 0 0 0.1003 -0.1526 0.0148 0.0737 173.84 173.83 1010.84 337.1 0.17 0.518
1324569600 20111222160000 0.2 0 0.1218 0 0 0 0 0 0.0996 -0.0383 0.0149 0.051 173.75 173.84 1010.87 333.92 0.22 0.5184
1324573200 20111222170000 0.2 0 0.1202 0 0 0 0 0 0.0978 0.3989 0.0152 0.0669 173.67 173.74 1010.47 332.55 0.26 0.5187
1324576800 20111222180000 0.1 0 0.1202 0 0 0 0 0 0.097 0.3015 0.0154 0.0779 173.64 173.66 1010.17 332.28 0.23 0.5189
1324580400 20111222190000 0 0 0.1196 0 0 0 0 0 0.0968 0.0906 0.0154 0.0697 173.66 173.64 1010.07 331.11 0.16 0.5188
1324584000 20111222200000 0 0 0.1196 0 0 0 0 0 0.0962 -0.0946 0.0156 0.0482 173.67 173.66 1010.17 327.88 0.11 0.5187
1324587600 20111222210000 0 0 0.1185 0 0 0 0 0 0.0943 -0.0548 0.0159 0.0334 173.69 173.67 1010.23 323.37 0.08 0.5186
1324591200 20111222220000 0 0 0.118 0 0 0 0 0 0.0917 -0.065 0.0163 0.0231 173.7 173.69 1010.29 318.14 0.05 0.5186
1324594800 20111222230000 0 0 0.1169 0 0 0 0 0 0.0888 -0.0648 0.0168 0.016 173.72 173.71 1010.36 312.53 0.04 0.5185
1324598400 20111223000000 0 0 0.1152 0 0 0 0 0 0.0858 -0.0673 0.0173 0.011 173.74 173.72 1010.42 306.79 0.03 0.5184
1324602000 20111223010000 0 0 0.1135 0 0 0 0 0 0.0827 -0.0694 0.0179 0.0076 173.76 173.74 1010.5 301.07 0.02 0.5183
1324605600 20111223020000 0 0 0.1119 0 0 0 0 0 0.0797 -0.0716 0.0184 0.0053 173.78 173.76 1010.57 295.48 0.01 0.5183
1324609200 20111223030000 0 0 0.1102 0 0 0 0 0 0.0768 -0.0738 0.019 0.0037 173.8 173.78 1010.64 290.06 0.01 0.5182
1324612800 20111223040000 0 0 0.1074 0 0 0 0 0 0.0741 -0.0759 0.0195 0.0025 173.82 173.8 1010.72 284.85 0.01 0.5181
1324616400 20111223050000 0 0 0.1063 0 0 0 0 0 0.0716 -0.078 0.02 0.0018 173.84 173.82 1010.8 279.87 0 0.518
1324620000 20111223060000 0 0 0.1041 0 0 0 0 0 0.0691 -0.0799 0.0205 0.0012 173.86 173.84 1010.88 275.12 0 0.5179
1324623600 20111223070000 0 0 0.1025 0 0 0 0 0 0.0669 -0.0818 0.0209 0.0008 173.88 173.86 1010.96 270.61 0 0.5178
1324627200 20111223080000 0 0.0034 0.1019 0 0 0 0 0.0034 0.0648 -0.0836 0.0214 0.0006 173.9 173.88 1011.05 266.32 0 0.5177
1324630800 20111223090000 0 0.0085 0.0997 0 0 0 0 0.0084 0.0628 -0.1014 0.0218 0.0004 173.93 173.91 1011.15 262.25 0 0.5176
1324634400 20111223100000 0 0.0186 0.0969 0 0 0 0 0.0184 0.061 -0.1237 0.0222 0.0003 173.97 173.94 1011.27 258.37 0 0.5174
1324638000 20111223110000 0.2 0.0203 0.0964 0 0 0 0 0.0201 0.0593 -0.1687 0.0225 0.0002 173.92 173.98 1011.44 254.89 0.1 0.5176
1324641600 20111223120000 0.2 0.0153 0.0953 0 0 0 0 0.0151 0.0578 0.2946 0.0228 0.0317 173.86 173.91 1011.15 254.75 0.18 0.5179
1324645200 20111223130000 0.1 0.0136 0.0958 0 0 0 0 0.0135 0.0577 0.2153 0.0229 0.0535 173.85 173.85 1010.93 256.71 0.17 0.5179
1324648800 20111223140000 0 0.0186 0.0958 0 0 0 0 0.0184 0.0586 0.0088 0.0227 0.0528 173.89 173.85 1010.92 258.39 0.12 0.5178
1324652400 20111223150000 0 0.0017 0.0958 0 0 0 0 0.0017 0.0593 -0.2004 0.0226 0.0365 173.92 173.9 1011.12 258.37 0.08 0.5176
1324656000 20111223160000 0 0 0.0947 0 0 0 0 0 0.0593 -0.0736 0.0225 0.0253 173.94 173.92 1011.2 257.22 0.06 0.5175
1324659600 20111223170000 0 0 0.0953 0 0 0 0 0 0.0588 -0.0932 0.0226 0.0175 173.96 173.94 1011.29 255.35 0.04 0.5174
1324663200 20111223180000 0 0 0.0947 0 0 0 0 0 0.058 -0.0894 0.0228 0.0121 173.98 173.97 1011.38 253.04 0.03 0.5173
1324666800 20111223190000 0.2 0 0.0942 0 0 0 0 0 0.057 -0.091 0.023 0.0084 173.91 173.99 1011.47 250.69 0.12 0.5177
1324670400 20111223200000 0 0 0.0936 0 0 0 0 0 0.056 0.3716 0.0232 0.0374 173.93 173.89 1011.1 251.15 0.08 0.5176
1324674000 20111223210000 0.3 0 0.0936 0 0 0 0 0 0.0562 -0.1939 0.0232 0.0258 173.81 173.94 1011.29 250.74 0.21 0.5181
1324677600 20111223220000 0.1 0 0.093 0 0 0 0 0 0.056 0.6243 0.0233 0.0653 173.79 173.78 1010.66 254.09 0.2 0.5182
1324681200 20111223230000 0.5 0 0.0936 0 0 0 0 0 0.0574 -0.018 0.023 0.061 173.57 173.79 1010.68 257.24 0.4 0.5192
1324684800 20111224000000 0.6 0 0.0958 0 0 0 0 0 0.0588 1.0485 0.0227 0.1212 173.31 173.52 1009.62 266.36 0.59 0.5203
1324688400 20111224010000 0 0 0.0997 0 0 0 0 0 0.0644 0.7005 0.0217 0.1651 173.33 173.35 1008.91 278.59 0.42 0.5202
1324692000 20111224020000 0.2 0 0.1014 0 0 0 0 0 0.0685 0.0872 0.0209 0.128 173.25 173.32 1008.83 286.83 0.39 0.5206
1324695600 20111224030000 1.1 0 0.1036 0 0 0 0 0 0.0725 0.3403 0.0201 0.1203 172.75 173.24 1008.48 294.71 0.85 0.5228
1324699200 20111224040000 0.8 0 0.108 0 0 0 0 0 0.0801 2.0359 0.0188 0.2732 172.38 172.72 1006.43 316.71 0.99 0.5244
1324702800 20111224050000 0.1 0 0.1141 0 0 0 0 0 0.0921 1.0987 0.0168 0.2771 172.35 172.44 1005.32 336.98 0.76 0.5245
1324706400 20111224060000 0 0 0.1174 0 0 0 0 0 0.1018 0.28 0.0153 0.2142 172.37 172.37 1005.03 349.75 0.54 0.5245
1324710000 20111224070000 0 0.0014 0.1207 0 0 0 0 0.0014 0.1073 0.0149 0.0144 0.1661 172.38 172.37 1005.02 357.07 0.38 0.5244
1324713600 20111224080000 0 0.0154 0.1224 0 0 0 0 0.0152 0.1118 -0.0796 0.0137 0.1149 172.41 172.39 1005.1 358.73 0.26 0.5243
1324717200 20111224090000 0 0.0505 0.1207 0 0 0 0 0.05 0.1128 -0.1221 0.0135 0.0795 172.48 172.42 1005.22 356.69 0.18 0.524
1324720800 20111224100000 0 0.087 0.118 0 0 0 0 0.0861 0.1116 -0.2787 0.0137 0.055 172.58 172.49 1005.5 352.31 0.12 0.5236
1324724400 20111224110000 0 0.1067 0.1141 0 0 0 0 0.1056 0.1088 -0.419 0.0141 0.038 172.7 172.59 1005.93 346.53 0.09 0.523
1324728000 20111224120000 0 0.0674 0.1119 0 0 0 0 0.0667 0.1053 -0.484 0.0146 0.0263 172.78 172.72 1006.41 340.02 0.06 0.5227
1324731600 20111224130000 0 0.0505 0.1091 0 0 0 0 0.05 0.1014 -0.2857 0.0152 0.0182 172.84 172.79 1006.7 333.17 0.04 0.5224
1324735200 20111224140000 0 0.0196 0.1063 0 0 0 0 0.0194 0.0973 -0.2512 0.0158 0.0126 172.88 172.85 1006.96 326.25 0.03 0.5222
1324738800 20111224150000 0 0.0014 0.1041 0 0 0 0 0.0014 0.0934 -0.1151 0.0164 0.0087 172.9 172.88 1007.07 319.43 0.02 0.5221
1324742400 20111224160000 0 0 0.1014 0 0 0 0 0 0.0896 -0.0614 0.0171 0.006 172.91 172.9 1007.14 312.79 0.01 0.5221
1324746000 20111224170000 0 0 0.098 0 0 0 0 0 0.0859 -0.0696 0.0178 0.0042 172.93 172.92 1007.21 306.39 0.01 0.522
1324749600 20111224180000 0 0 0.0958 0 0 0 0 0 0.0825 -0.0709 0.0184 0.0029 172.95 172.93 1007.28 300.27 0.01 0.5219
1324753200 20111224190000 0 0 0.0942 0 0 0 0 0 0.0793 -0.0736 0.019 0.002 172.97 172.95 1007.35 294.43 0 0.5218
1324756800 20111224200000 0 0 0.0914 0 0 0 0 0 0.0763 -0.0759 0.0195 0.0014 172.99 172.97 1007.43 288.89 0 0.5217
1324760400 20111224210000 0 0 0.0903 0 0 0 0 0 0.0735 -0.0782 0.0201 0.001 173.01 172.99 1007.51 283.64 0 0.5216
1324764000 20111224220000 0 0 0.0886 0 0 0 0 0 0.071 -0.0803 0.0206 0.0007 173.03 173.01 1007.59 278.67 0 0.5216
1324767600 20111224230000 0 0 0.0875 0 0 0 0 0 0.0686 -0.0823 0.0211 0.0005 173.05 173.03 1007.67 273.96 0 0.5215
1324771200 20111225000000 0 0 0.0858 0 0 0 0 0 0.0664 -0.0841 0.0215 0.0003 173.07 173.05 1007.76 269.51 0 0.5214
1324774800 20111225010000 0 0 0.0853 0 0 0 0 0 0.0643 -0.0859 0.0219 0.0002 173.09 173.08 1007.84 265.29 0 0.5213
1324778400 20111225020000 0 0 0.0842 0 0 0 0 0 0.0624 -0.0876 0.0223 0.0002 173.12 173.1 1007.93 261.3 0 0.5212
1324782000 20111225030000 0 0 0.0831 0 0 0 0 0 0.0606 -0.0892 0.0227 0.0001 173.14 173.12 1008.02 257.53 0 0.5211
1324785600 20111225040000 0.5 0 0.082 0 0 0 0 0 0.0589 -0.0907 0.0231 0.0001 172.92 173.14 1008.11 254.45 0.26 0.522
1324789200 20111225050000 0.1 0 0.0814 0 0 0 0 0 0.0576 1.0572 0.0234 0.0795 172.9 172.88 1007.05 259.08 0.23 0.5221
1324792800 20111225060000 0 0 0.0814 0 0 0 0 0 0.0596 -0.1139 0.0231 0.071 172.92 172.9 1007.16 262.52 0.16 0.522
1324796400 20111225070000 0.1 0 0.0809 0 0 0 0 0 0.0611 -0.087 0.0227 0.0491 172.9 172.93 1007.25 263.68 0.16 0.5221
1324800000 20111225080000 0 0.0061 0.0798 0 0 0 0 0.006 0.0617 0.1383 0.0226 0.0499 172.93 172.89 1007.11 264.76 0.11 0.522
1324803600 20111225090000 0 0.0163 0.0792 0 0 0 0 0.0161 0.0621 -0.1685 0.0225 0.0345 172.97 172.93 1007.28 264.23 0.08 0.5218
1324807200 20111225100000 0 0.0163 0.0786 0 0 0 0 0.0161 0.0619 -0.1498 0.0225 0.0239 173 172.97 1007.43 262.66 0.05 0.5217
1324810800 20111225110000 0.1 0.0224 0.0786 0 0 0 0 0.0222 0.0612 -0.154 0.0226 0.0165 173 173.01 1007.59 260.54 0.09 0.5217
1324814400 20111225120000 0.1 0.0184 0.0781 0 0 0 0 0.0182 0.0603 0.0469 0.0228 0.0273 173 173 1007.54 259.61 0.11 0.5217
1324818000 20111225130000 0 0.0143 0.0781 0 0 0 0 0.0142 0.0598 0.0213 0.0229 0.0348 173.03 172.99 1007.52 259.39 0.08 0.5215
1324821600 20111225140000 0 0.0061 0.0781 0 0 0 0 0.006 0.0597 -0.1837 0.023 0.0241 173.06 173.04 1007.7 258.11 0.05 0.5214
1324825200 20111225150000 0 0 0.0786 0 0 0 0 0 0.0592 -0.1003 0.0231 0.0167 173.09 173.07 1007.8 256.17 0.04 0.5213
1324828800 20111225160000 0 0 0.0781 0 0 0 0 0 0.0583 -0.09 0.0232 0.0115 173.11 173.09 1007.89 253.81 0.03 0.5212
1324832400 20111225170000 0 0 0.077 0 0 0 0 0 0.0573 -0.0931 0.0235 0.008 173.13 173.11 1007.99 251.22 0.02 0.5211
1324836000 20111225180000 0 0 0.0775 0 0 0 0 0 0.0562 -0.0934 0.0237 0.0055 173.16 173.14 1008.08 248.52 0.01 0.521
1324839600 20111225190000 0 0 0.0759 0 0 0 0 0 0.0551 -0.0945 0.0239 0.0038 173.18 173.16 1008.18 245.79 0.01 0.5209
1324843200 20111225200000 0 0 0.0753 0 0 0 0 0 0.0539 -0.0955 0.0242 0.0026 173.2 173.18 1008.28 243.09 0.01 0.5208
1324846800 20111225210000 0 0 0.0737 0 0 0 0 0 0.0528 -0.0965 0.0245 0.0018 173.23 173.21 1008.37 240.43 0 0.5207
1324850400 20111225220000 0 0 0.0737 0 0 0 0 0 0.0517 -0.0975 0.0247 0.0013 173.25 173.23 1008.47 237.86 0 0.5206
1324854000 20111225230000 0 0 0.0731 0 0 0 0 0 0.0507 -0.0985 0.0249 0.0009 173.28 173.26 1008.57 235.37 0 0.5204
1324857600 20111226000000 0 0 0.072 0 0 0 0 0 0.0497 -0.0994 0.0252 0.0006 173.31 173.28 1008.67 232.98 0 0.5203
1324861200 20111226010000 0 0 0.072 0 0 0 0 0 0.0487 -0.1003 0.0254 0.0004 173.33 173.31 1008.77 230.69 0 0.5202
1324864800 20111226020000 0 0 0.0709 0 0 0 0 0 0.0478 -0.1012 0.0256 0.0003 173.36 173.34 1008.87 228.49 0 0.5201
1324868400 20111226030000 0 0 0.0709 0 0 0 0 0 0.047 -0.102 0.0258 0.0002 173.38 173.36 1008.98 226.39 0 0.52
1324872000 20111226040000 0.1 0 0.0709 0 0 0 0 0 0.0462 -0.1028 0.026 0.0001 173.36 173.39 1009.08 224.48 0.05 0.5201
1324875600 20111226050000 0.2 0 0.0703 0 0 0 0 0 0.0455 0.1268 0.0262 0.016 173.29 173.36 1008.95 224.35 0.14 0.5204
1324879200 20111226060000 0.2 0 0.0703 0 0 0 0 0 0.0454 0.3062 0.0262 0.0428 173.22 173.28 1008.64 226.91 0.2 0.5207
1324882800 20111226070000 0.1 0 0.0703 0 0 0 0 0 0.0464 0.2666 0.026 0.0614 173.2 173.21 1008.37 231.1 0.19 0.5208
1324886400 20111226080000 0.1 0.0056 0.0703 0 0 0 0 0.0055 0.048 0.0459 0.0256 0.0583 173.18 173.2 1008.33 234.79 0.18 0.5209
1324890000 20111226090000 0.1 0.0111 0.0703 0 0 0 0 0.011 0.0495 0.0692 0.0253 0.0562 173.17 173.18 1008.26 238.08 0.18 0.5209
1324893600 20111226100000 0.2 0.0148 0.0703 0 0 0 0 0.0146 0.0508 0.0397 0.0249 0.0548 173.12 173.17 1008.22 241.17 0.23 0.5212
1324897200 20111226110000 0.1 0.0259 0.0703 0 0 0 0 0.0256 0.052 0.26 0.0246 0.0697 173.12 173.1 1007.96 245.47 0.21 0.5212
1324900800 20111226120000 0 0.0204 0.0709 0 0 0 0 0.0202 0.0538 -0.0693 0.0243 0.0641 173.16 173.12 1008.03 248.91 0.15 0.521
1324904400 20111226130000 0 0.0148 0.072 0 0 0 0 0.0146 0.0552 -0.1994 0.0239 0.0444 173.2 173.17 1008.23 250.2 0.1 0.5208
1324908000 20111226140000 0 0.0056 0.0726 0 0 0 0 0.0055 0.0558 -0.1428 0.0238 0.0307 173.23 173.21 1008.37 250.06 0.07 0.5207
